Waktu,PM10,PM2p5,SO2,CO,O3,NO2,HC,KecAngin,ArahAngin,Kelembaban,Suhu,TekUdara,SolRad,CurahHujan
2020-01-17 18:00,22,14,3,6119,,4,,0,196,63,30.33,996.85,7,0
2020-01-17 18:30,15,13,,3270,,4,,3.22,191,64,29.61,997.36,0,0
2020-01-17 19:00,18,18,,9673,,2,,3.22,220,69,29.11,997.86,0,0
2020-01-17 19:30,26,23,,9527,,2,,1.61,199,74,28.56,998.3,0,0
2020-01-17 20:00,15,14,,7380,,2,,1.61,216,77,28.17,998.61,0,0
2020-01-17 20:30,18,16,,13335,,2,,4.83,176,79,27.89,998.91,0,0
2020-01-17 21:00,14,14,,8747,,2,,0,318,80,27.61,999.08,0,0
2020-01-17 21:30,15,16,,7486,,2,,0,317,81,27.39,999.25,0,0
2020-01-17 22:00,16,14,3,8940,,2,,0,317,81,27.17,999.25,0,0
2020-01-17 22:30,59,56,,9404,,2,,1.61,12,83,26.94,999.22,0,0
2020-01-17 23:00,29,26,,6313,,2,,1.61,18,83,26.67,999.18,0,0
2020-01-17 23:30,24,22,,5404,,2,,0,17,83,26.56,998.78,0,0
2020-01-18 00:00,16,16,,3590,,2,,0,20,84,26.5,998.68,0,0
2020-01-18 00:30,14,14,,3285,,2,,0,50,85,26.33,998.47,0,0
2020-01-18 01:00,16,14,,3221,,2,,0,50,85,26.22,998.13,0,0
2020-01-18 01:30,20,18,,8146,,2,,0,50,86,25.83,997.9,0,0
2020-01-18 02:00,85,78,,7624,,2,,0,142,88,25.67,997.76,0,0
2020-01-18 02:30,44,41,,9334,,2,,0,142,89,25.33,997.76,0,0
2020-01-18 03:00,29,28,,7528,,2,,0,142,89,25.11,997.69,0,0
2020-01-18 03:30,13,13,,3189,,2,,0,141,88,25,997.73,0,0
2020-01-18 04:00,11,10,,2150,,2,,0,141,88,24.78,997.8,0,0
2020-01-18 04:30,10,9,,4002,,2,,0,141,88,24.5,997.96,0,0
2020-01-18 05:00,12,12,,6552,,2,,0,141,89,24.44,998.1,0,0
2020-01-18 05:30,35,34,10,14079,,2,,0,141,90,24.44,998.34,0,0
2020-01-18 06:00,38,37,10,15198,,2,,0,141,91,24.44,998.57,16,0
2020-01-18 06:30,36,33,9,13490,,4,,1.61,141,90,24.83,998.91,26,0
2020-01-18 07:00,17,16,8,11584,,4,,0,25,86,25.67,999.22,32,0
2020-01-18 07:30,21,21,8,7552,,6,,1.61,39,80,26.78,999.45,165,0
2020-01-18 08:00,9,8,5,6904,,6,,3.22,322,75,28.61,999.45,58,0
2020-01-18 08:30,11,10,5,5628,,8,,1.61,225,69,29.83,999.49,170,0
2020-01-18 09:00,11,10,5,4532,,8,,0,114,64,30.89,999.25,104,0
2020-01-18 09:30,15,14,5,3086,,8,,1.61,235,60,32.11,998.95,157,0
2020-01-18 10:00,14,13,5,2810,,8,,0,335,59,31.89,998.61,55,0
2020-01-18 10:30,14,13,5,2730,,9,,8.05,220,53,33.78,998.27,18,0
2020-01-18 11:00,13,12,3,2099,,9,,8.05,222,51,33.94,997.8,39,0
2020-01-18 11:30,11,10,3,1646,,8,,1.61,201,47,33.94,997.05,255,0
2020-01-18 12:00,10,9,5,1506,,8,,8.05,189,44,34.78,996.61,13,0
2020-01-18 12:30,13,11,3,956,,8,,1.61,195,45,35.06,996.34,230,0
2020-01-18 13:00,10,9,3,861,,9,,1.61,314,47,34.94,995.8,151,0
2020-01-18 13:30,10,10,5,2236,,8,,4.83,25,54,34.5,995.73,225,0
2020-01-18 14:00,10,6,3,2223,,8,,1.61,249,52,34.78,995.36,60,0
2020-01-18 14:30,20,9,3,1959,,8,,3.22,280,51,35.39,995.15,219,0
2020-01-18 15:00,8,8,5,2501,,9,,1.61,195,50,35.11,994.95,121,0
2020-01-18 15:30,8,7,5,2036,,8,,1.61,25,54,34.44,994.54,10,0
2020-01-18 16:00,8,9,5,2332,,9,,3.22,186,53,34.11,994.78,152,0
2020-01-18 16:30,14,11,5,2642,,8,,3.22,314,56,33.56,995.05,34,0
2020-01-18 17:00,11,11,5,3004,,8,,3.22,189,57,33,995.49,155,0
2020-01-18 17:30,17,17,5,4783,,8,,0,273,63,32,996.07,47,0
2020-01-18 18:00,21,21,3,7464,,4,,1.61,323,68,30.5,996.68,7,0
2020-01-18 18:30,24,23,,4211,,4,,4.83,210,69,29.72,997.22,0,0
2020-01-18 19:00,8,7,,5370,,2,,6.44,178,72,29.17,997.76,0,0
2020-01-18 19:30,16,16,,6343,,2,,0,191,74,28.72,998.27,0,0
2020-01-18 20:00,27,22,,3052,,2,,1.61,193,75,28.44,998.51,0,0
2020-01-18 20:30,7,7,,12289,,2,,0,199,76,28.22,998.71,0,0
2020-01-18 21:00,6,6,,4374,,2,,1.61,193,76,28.28,999.05,0,0
2020-01-18 21:30,4,6,,5977,,2,,1.61,244,76,28.28,999.39,0,0
2020-01-18 22:00,9,8,,8010,,2,,0,244,77,28,999.62,0,0
2020-01-18 22:30,21,22,,10439,,2,,0,244,79,27.78,999.62,0,0
2020-01-18 23:00,37,35,3,11595,,2,,0,244,80,27.56,999.56,0,0
2020-01-18 23:30,36,34,,9355,,2,,0,258,81,27.44,999.12,0,0
2020-01-19 00:00,28,29,,8048,,2,,1.61,335,82,27.22,998.98,0,0
2020-01-19 00:30,22,21,,6177,,2,,1.61,354,82,27.06,998.71,0,0
2020-01-19 01:00,24,22,,6602,,2,,0,354,83,26.89,998.44,0,0
2020-01-19 01:30,21,19,,5864,,2,,0,354,83,26.78,998.17,0,0
2020-01-19 02:00,16,15,,3319,,2,,1.61,354,83,26.56,998,0,0
2020-01-19 02:30,14,13,,2269,,2,,0,354,83,26.33,997.8,0,0
2020-01-19 03:00,15,14,,2316,,2,,3.22,27,84,26.11,997.76,0,0
2020-01-19 03:30,11,9,,650,,2,,0,24,85,25.83,997.59,0,0
2020-01-19 04:00,11,10,,503,,2,,0,24,85,25.78,997.76,0,0
2020-01-19 04:30,12,12,,1626,,2,,0,24,85,25.67,997.93,0,0
2020-01-19 05:00,12,11,,4503,,2,,1.61,26,85,25.56,998.07,0,0
2020-01-19 05:30,34,34,3,8947,,2,,0,26,88,25.56,998.3,0,0
2020-01-19 06:00,50,45,3,9185,,2,,0,26,88,25.5,998.41,18,0
2020-01-19 06:30,29,27,3,8345,,4,,0,26,86,25.72,998.57,28,0
2020-01-19 07:00,26,25,5,7580,,4,,1.61,29,83,26.67,998.95,91,0
2020-01-19 07:30,24,21,5,6233,,6,,0,4,79,27.67,999.29,134,0
2020-01-19 08:00,8,8,5,3578,,6,,4.83,191,75,28.67,999.56,70,0
2020-01-19 08:30,8,7,5,1952,,8,,3.22,330,66,30.39,999.56,179,0
2020-01-19 09:00,10,10,5,1467,,8,,4.83,326,62,31.94,999.59,230,0
2020-01-19 09:30,14,12,3,928,,8,,4.83,195,61,31.72,999.29,255,0
2020-01-19 10:00,9,8,5,1002,,8,,8.05,39,58,31.72,999.01,204,0
2020-01-19 10:30,10,10,5,,,8,,4.83,349,57,32.39,998.47,167,0
2020-01-19 11:00,12,11,4,692,,8,,3.22,233,53,33.83,997.86,29,0
2020-01-19 11:30,14,12,3,550,,8,,1.61,183,53,34.11,997.56,85,0
2020-01-19 12:00,13,13,3,694,,8,,6.44,256,54,34.39,997.15,148,0
2020-01-19 12:30,19,15,3,294,,8,,4.83,210,52,34.28,996.78,99,0
2020-01-19 13:00,12,11,3,738,,8,,0,187,53,34.17,996.31,34,0
2020-01-19 13:30,9,8,3,980,,8,,3.22,217,53,35.11,995.83,179,0
2020-01-19 14:00,12,9,3,654,,8,,4.83,232,52,35.06,995.56,55,0
2020-01-19 14:30,6,6,3,,,8,,8.05,291,57,34.33,995.36,230,0
2020-01-19 15:00,5,6,3,616,,8,,4.83,314,55,34.83,995.32,126,0
2020-01-19 15:30,5,5,3,676,,8,,3.22,169,53,34.39,995.22,15,0
2020-01-19 16:00,6,6,3,575,,8,,3.22,326,53,33.94,995.12,147,0
2020-01-19 16:30,8,7,3,,,8,,1.61,158,56,33.78,995.43,36,0
2020-01-19 17:00,11,10,5,672,,8,,3.22,172,59,32.67,995.66,160,0
2020-01-19 17:30,9,14,5,2406,,8,,6.44,218,61,31.61,996.51,51,0
2020-01-19 18:00,15,13,,4471,,6,,1.61,226,66,30.39,996.95,9,0
2020-01-19 18:30,18,18,,1383,,4,,1.61,212,69,29.61,997.56,0,0
2020-01-19 19:00,14,11,,2407,,2,,1.61,176,73,29.11,997.69,0,0
2020-01-19 19:30,7,7,,7736,,2,,3.22,273,74,28.78,998.3,0,0
2020-01-19 20:00,12,12,,8790,,2,,0,249,76,28.44,998.57,0,0
2020-01-19 20:30,7,7,,4610,,2,,0,232,76,28.28,998.91,0,0
2020-01-19 21:00,10,10,,4291,,2,,0,203,77,28.33,999.15,0,0
2020-01-19 21:30,9,9,,7973,,2,,0,208,78,28.22,999.22,0,0
2020-01-19 22:00,29,28,,6337,,2,,0,208,80,27.94,999.49,0,0
2020-01-19 22:30,29,27,,6066,,2,,1.61,48,81,27.61,999.42,0,0
2020-01-19 23:00,28,34,,4219,,2,,3.22,18,82,27.39,999.18,0,0
2020-01-19 23:30,22,20,,5971,,2,,0,16,82,27.28,998.98,0,0
2020-01-20 00:00,17,15,,2075,,2,,0,29,83,27.17,998.91,0,0
2020-01-20 00:30,14,13,,2222,,2,,0,26,83,27,998.34,0,0
2020-01-20 01:00,13,12,,7634,,2,,0,26,84,26.78,997.9,0,0
2020-01-20 01:30,13,12,,1234,,2,,0,26,85,26.39,997.73,0,0
2020-01-20 02:00,13,12,,583,,2,,0,26,85,26.33,997.59,0,0
2020-01-20 02:30,15,14,,,,2,,0,26,85,26.17,997.59,0,0
2020-01-20 03:00,11,10,,,,2,,0,26,85,26.06,997.76,0,0
2020-01-20 03:30,26,24,,1972,,2,,1.61,26,87,25.89,997.66,0,0
2020-01-20 04:00,15,12,,1004,,2,,0,26,86,25.72,997.66,0,0
2020-01-20 04:30,13,13,,570,,2,,3.22,26,86,25.61,997.8,0,0
2020-01-20 05:00,25,28,,6248,,2,,0,26,86,25.56,997.86,0,0
2020-01-20 05:30,10,9,,2113,,2,,0,26,85,25.33,998.07,5,0
2020-01-20 06:00,15,14,,2406,,2,,0,25,85,25.28,998.37,25,0
2020-01-20 06:30,14,13,,3998,,4,,1.61,36,82,25.61,998.57,39,0
2020-01-20 07:00,23,22,3,4615,,6,,0,62,80,26.56,998.57,47,0
2020-01-20 07:30,28,24,5,6272,,6,,0,63,77,27.61,998.95,9,0
2020-01-20 08:00,11,10,5,4327,,6,,1.61,93,74,28.83,999.01,24,0
2020-01-20 08:30,13,14,5,4180,,8,,0,252,69,30.44,999.25,174,0
2020-01-20 09:00,14,13,5,4170,,8,,3.22,248,64,31.33,999.25,149,0
2020-01-20 09:30,15,12,3,4500,,9,,3.22,196,61,31.83,999.29,125,0
2020-01-20 10:00,14,13,5,4386,,8,,3.22,180,56,33,998.91,241,0
2020-01-20 10:30,13,13,5,3327,,8,,3.22,214,54,33.56,998.78,41,0
2020-01-20 11:00,23,15,5,2259,,9,,1.61,310,55,34,998.44,48,0
2020-01-20 11:30,9,9,3,1810,,8,,0,343,50,34.17,998.24,127,0
2020-01-20 12:00,11,9,5,1087,,8,,3.22,56,49,35.17,997.86,94,0
2020-01-20 12:30,12,12,5,1566,,8,,3.22,194,53,34.94,997.32,83,0
2020-01-20 13:00,12,11,3,1733,,8,,6.44,216,54,34.78,997.19,241,0
2020-01-20 13:30,7,6,3,2765,,8,,3.22,32,55,34.39,996.51,165,0
2020-01-20 14:00,7,7,5,1915,,8,,6.44,228,53,34.56,996.34,55,0
2020-01-20 14:30,7,7,5,2670,,8,,1.61,290,54,34.5,996.1,214,0
2020-01-20 15:00,6,5,5,2226,,8,,3.22,183,53,34.22,995.59,121,0
2020-01-20 15:30,12,10,5,2124,,9,,4.83,186,55,33.72,995.53,254,0
2020-01-20 16:00,7,6,5,3136,,8,,1.61,76,58,32.78,995.66,145,0
2020-01-20 16:30,11,10,5,3996,,9,,1.61,31,62,32.28,995.73,16,0
2020-01-20 17:00,13,11,5,4720,,8,,3.22,266,65,31.44,996.2,151,0
2020-01-20 17:30,12,10,5,6218,,8,,3.22,177,66,31,996.91,54,0
2020-01-20 18:00,10,11,,3823,,6,,6.44,303,71,29.94,997.76,9,0
2020-01-20 18:30,21,20,,3437,,4,,1.61,212,76,29.22,998.57,0,0
2020-01-20 19:00,10,9,,5399,,4,,3.22,327,77,28.94,998.85,0,0
2020-01-20 19:30,24,22,,6413,,4,,0,323,80,28.61,999.25,0,0
2020-01-20 20:00,15,13,,7240,,4,,1.61,318,81,28.5,999.18,0,0
2020-01-20 20:30,12,10,,7222,,2,,0,260,81,28.39,999.69,0,0
2020-01-20 21:00,11,10,,7766,,2,,0,304,82,28.22,1000.2,0,0
2020-01-20 21:30,8,7,,5697,,2,,0,311,82,28.17,1000.3,0,0
2020-01-20 22:00,9,7,,4886,,2,,0,333,82,28.06,1000.44,0,0
2020-01-20 22:30,21,22,,9806,,2,,0,333,83,27.89,1000.64,0,0
2020-01-20 23:00,17,18,,5628,,2,,0,333,84,27.72,1000.4,0,0
2020-01-20 23:30,26,23,,5652,,2,,0,359,84,27.61,1000.06,0,0
2020-01-21 00:00,22,20,,9048,,2,,0,359,85,27.44,999.79,0,0
2020-01-21 00:30,17,17,,3261,,2,,0,359,85,27.28,999.35,0,0
2020-01-21 01:00,17,15,,1935,,2,,0,354,85,27.11,999.08,0,0
2020-01-21 01:30,17,16,,1473,,2,,0,340,85,26.94,998.81,0,0
2020-01-21 02:00,17,17,,1850,,2,,0,340,86,26.67,999.01,0,0
2020-01-21 02:30,15,16,,1148,,2,,0,340,86,26.44,998.98,0,0
2020-01-21 03:00,16,13,,291,,2,,0,340,85,26.33,998.98,0,0
2020-01-21 03:30,16,14,,585,,2,,0,27,84,26.17,999.01,0,0
2020-01-21 04:00,14,13,,1856,,2,,0,27,84,25.89,998.85,0,0
2020-01-21 04:30,16,14,,1756,,4,,0,27,84,25.89,998.78,0,0
2020-01-21 05:00,26,25,,1413,,4,,0,27,86,25.72,998.95,0,0
2020-01-21 05:30,31,30,3,8553,,2,,0,27,86,25.56,999.42,0,0
2020-01-21 06:00,30,42,3,8339,,2,,0,27,85,25.5,999.69,23,0
2020-01-21 06:30,23,23,5,10868,,4,,0,27,83,26.11,999.86,47,0
2020-01-21 07:00,30,28,5,9499,,6,,0,100,82,27,1000.27,100,0
2020-01-21 07:30,34,33,5,7971,,6,,0,168,79,27.72,1000.78,4,0
2020-01-21 08:00,32,28,5,8006,,8,,1.61,204,76,28.94,1000.67,245,0
2020-01-21 08:30,35,30,5,5935,,8,,3.22,160,71,30.17,1000.71,0,0
2020-01-21 09:00,35,33,3,5428,27,9,,0,166,68,31.44,1000.47,219,0
2020-01-21 09:30,34,31,5,4709,,9,,1.61,345,66,31.5,1000.3,178,0
2020-01-21 10:00,43,38,5,4696,,9,,4.83,188,65,31.61,1000.1,2,0
2020-01-21 10:30,42,40,5,5011,,9,,8.05,214,62,32.61,999.76,74,0
2020-01-21 11:00,36,33,5,6530,,8,,3.22,156,62,32.44,999.29,53,0
2020-01-21 11:30,30,28,5,5581,,9,,4.83,184,57,33.89,998.68,76,0
2020-01-21 12:00,31,27,5,4249,,9,,1.61,199,56,34.22,998.2,143,0
2020-01-21 12:30,27,25,5,3425,,9,,0,198,58,33.56,997.66,103,0
2020-01-21 13:00,26,26,5,3048,,8,,1.61,182,59,33.44,997.25,53,0
2020-01-21 13:30,30,27,5,3755,,9,,3.22,316,59,33.44,996.64,66,0
2020-01-21 14:00,18,17,5,4114,,8,,1.61,226,59,34.17,996.14,2,0
2020-01-21 14:30,13,11,5,4027,,8,,4.83,183,56,34.94,995.66,65,0
2020-01-21 15:00,10,9,3,3532,,8,,3.22,174,59,34.33,996,99,0
2020-01-21 15:30,15,15,3,2736,,8,,1.61,149,71,32.22,996.64,71,
2020-01-21 16:00,14,13,3,2874,,8,,4.83,41,80,27.94,997.02,141,0.76
2020-01-21 16:30,16,16,3,3430,,6,,0,52,81,27.44,997.83,47,0.76
2020-01-21 17:00,24,23,3,4311,,6,,1.61,57,79,28.17,997.83,63,0.76
2020-01-21 17:30,25,25,,4287,,6,,1.61,341,79,27.89,997.69,26,0.76
2020-01-21 18:00,28,28,,7418,61,6,,1.61,320,78,27.94,997.83,16,0.76
2020-01-21 18:30,35,34,,7587,,6,,4.83,25,78,27.78,998.44,0,0
2020-01-21 19:00,24,22,,4059,16,4,,1.61,41,81,27.28,999.05,0,0
2020-01-21 19:30,18,16,,4059,16,4,,0,25,82,27,999.52,0,0
2020-01-21 20:00,18,18,,4059,16,4,,0,27,82,27,999.96,0,0
2020-01-21 20:30,22,20,,4059,16,4,,0,68,82,27,1000.37,0,0
2020-01-21 21:00,48,50,,4059,16,4,,0,79,84,27.06,1000.64,0,0
2020-01-21 21:30,41,40,,4059,16,4,,0,79,83,27.22,1000.74,0,0
2020-01-21 22:00,49,48,,4059,16,4,,0,79,84,27.44,1001.18,0,0
2020-01-21 22:30,55,51,,4059,16,4,,0,79,84,27.17,1001.08,0,0
2020-01-21 23:00,49,46,,4059,16,4,,0,79,84,27.06,1000.74,0,0
2020-01-21 23:30,50,45,3,18658,32,4,,0,103,85,26.94,1000.81,0,0
2020-01-22 00:00,52,49,,10079,,4,,1.61,103,86,26.67,1000.34,0,0
2020-01-22 00:30,55,52,,15950,16,4,,0,103,87,26.56,1000.13,0,0
2020-01-22 01:00,59,53,,11974,,4,,0,103,87,26.39,999.79,0,0
2020-01-22 01:30,52,51,,8656,,4,,0,103,87,26.22,999.39,0,0
2020-01-22 02:00,48,44,,7077,,4,,0,97,87,26.11,999.25,0,0
2020-01-22 02:30,40,39,,5723,,4,,0,97,87,25.94,999.05,0,
2020-01-22 03:00,43,44,,5434,,4,,0,97,88,25.89,999.22,0,0
2020-01-22 03:30,48,45,,3620,,2,,0,97,88,26,999.15,0,0
2020-01-22 04:00,50,45,,3086,,2,,0,95,89,26,999.05,0,0
2020-01-22 04:30,48,46,,3406,,2,,1.61,55,89,25.94,999.49,0,0
2020-01-22 05:00,49,46,,2673,,2,,0,79,90,25.67,999.52,0,0
2020-01-22 05:30,52,49,,3296,,2,,0,79,88,25.56,999.45,0,0
2020-01-22 06:00,39,38,,3607,,2,,0,79,87,25.78,999.59,23,0
2020-01-22 06:30,38,39,,4349,,4,,0,79,86,26,999.76,54,0
2020-01-22 07:00,43,40,3,6284,,4,,0,114,84,26.94,1000.2,77,0
2020-01-22 07:30,37,35,3,6655,,6,,4.83,85,82,27.72,1000.5,176,0
2020-01-22 08:00,35,30,3,5320,,6,,1.61,276,76,29.11,1000.4,248,0
2020-01-22 08:30,13,15,3,4209,,6,,6.44,247,72,30.5,1000.3,128,0
2020-01-22 09:00,22,22,3,3284,,6,,1.61,223,67,31.78,1000.3,41,0
2020-01-22 09:30,25,22,3,2825,,6,,1.61,208,67,31.67,1000.4,67,0
2020-01-22 10:00,27,31,3,3460,,6,,3.22,184,65,31.83,999.86,82,0
2020-01-22 10:30,27,22,3,2145,,6,,1.61,149,65,32.28,999.62,168,0
2020-01-22 11:00,21,21,,10003,,6,,0,247,62,33.28,999.01,113,0
2020-01-22 11:30,22,22,,3360,,4,,3.22,335,60,33.61,998.61,67,0
2020-01-22 12:00,22,19,,2928,,4,,0,345,57,34.11,998.03,253,0
2020-01-22 12:30,19,17,3,2252,,6,,0,135,58,33.17,997.66,109,0
2020-01-22 13:00,15,14,3,2304,,8,,4.83,37,80,27.83,997.59,105,6.6
2020-01-22 13:30,13,13,3,2233,,6,,0,62,84,26.67,996.64,171,9.65
2020-01-22 14:00,20,20,5,7377,,8,,3.22,15,87,27.89,996.24,91,9.65
2020-01-22 14:30,22,20,5,5821,,9,,1.61,11,85,27.44,996.27,84,9.91
2020-01-22 15:00,18,17,5,5523,,8,,4.83,174,87,27.11,996.34,93,10.16
2020-01-22 15:30,13,12,5,4965,,8,,6.44,164,85,26.33,995.76,127,10.16
2020-01-22 16:00,18,18,5,5712,,9,,3.22,170,82,27,995.83,221,10.16
2020-01-22 16:30,16,14,5,7528,,8,,0,174,79,28,996.34,102,10.16
2020-01-22 17:00,20,19,8,14799,52,9,,0,52,80,27.94,996.78,40,10.16
2020-01-22 17:30,25,24,5,12611,80,9,,0,52,82,27.94,997.56,12,10.16
2020-01-22 18:00,21,21,,5140,,6,,1.61,29,81,27.72,997.96,0,10.16
2020-01-22 18:30,11,11,,2319,,6,,3.22,27,82,26.39,998.27,0,0
2020-01-22 19:00,10,9,,1878,,6,,3.22,23,82,25.83,998.54,0,0
2020-01-22 19:30,12,10,,4270,45,6,,3.22,37,87,25.33,998.95,0,4.57
2020-01-22 20:00,9,8,,1613,,4,,1.61,325,91,24.33,999.39,0,7.11
2020-01-22 20:30,12,12,,3239,,4,,0,23,91,24.28,999.56,0,10.16
2020-01-22 21:00,12,11,,6458,,6,,0,33,91,24.5,999.79,0,10.16
2020-01-22 21:30,16,16,,12572,33,6,,0,101,92,24.67,999.76,0,10.16
2020-01-22 22:00,19,20,5,22036,18,4,,0,102,93,24.94,999.9,0,10.16
2020-01-22 22:30,22,20,5,23291,20,4,,0,102,93,24.94,999.79,0,10.16
2020-01-22 23:00,28,30,5,24454,18,4,,0,102,93,24.89,999.9,0,10.16
2020-01-22 23:30,20,19,5,25138,,4,,0,102,94,24.89,999.66,0,10.16
2020-01-23 00:00,26,25,5,22960,,4,,1.61,169,94,24.94,999.35,0,10.16
2020-01-23 00:30,26,24,5,18743,,4,,0,169,94,24.83,998.51,0,10.16
2020-01-23 01:00,34,33,3,17932,,4,,0,169,94,24.78,998.03,0,10.16
2020-01-23 01:30,34,31,3,17293,,4,,0,169,95,24.61,997.73,0,10.16
2020-01-23 02:00,32,31,3,13631,,4,,0,168,94,24.61,997.32,0,10.16
2020-01-23 02:30,32,28,3,12909,,4,,0,169,94,24.5,996.98,0,10.16
2020-01-23 03:00,30,26,,9623,,4,,1.61,168,94,24.44,996.81,0,10.16
2020-01-23 03:30,28,27,,7319,,4,,0,97,94,24.56,996.58,0,10.16
2020-01-23 04:00,30,28,,4974,,4,,0,97,94,24.56,996.75,0,10.16
2020-01-23 04:30,25,23,,8355,,4,,0,97,94,24.61,996.95,0,10.16
2020-01-23 05:00,23,22,,5722,,4,,0,97,94,24.56,997.12,0,10.16
2020-01-23 05:30,25,22,,7661,,4,,0,97,93,24.44,997.39,0,10.16
2020-01-23 06:00,37,34,3,8731,,2,,0,97,94,24.28,997.66,11,10.16
2020-01-23 06:30,27,26,5,15555,,4,,1.61,97,93,24.56,998.24,44,10.16
2020-01-23 07:00,34,32,8,13518,,6,,0,97,89,25.39,997.86,65,10.16
2020-01-23 07:30,26,25,5,10273,,6,,3.22,169,86,26.83,998.2,167,10.16
2020-01-23 08:00,29,29,5,9245,,6,,0,262,81,28.33,998.61,220,10.16
2020-01-23 08:30,25,23,5,6878,,8,,3.22,188,78,29.17,998.71,38,10.16
2020-01-23 09:00,20,17,5,6410,,8,,6.44,189,74,30.06,998.68,30,10.16
2020-01-23 09:30,29,25,5,3533,,8,,8.05,226,72,31,998.54,83,10.16
2020-01-23 10:00,18,18,3,2908,,8,,3.22,160,65,32.17,998.34,0,10.16
2020-01-23 10:30,24,16,5,2027,,8,,4.83,181,68,31.28,998.2,124,10.16
2020-01-23 11:00,17,16,3,3275,,8,,4.83,190,64,32.5,997.96,58,10.16
2020-01-23 11:30,16,15,5,2434,,9,,4.83,245,65,31.78,997.49,22,10.16
2020-01-23 12:00,20,19,3,2289,,8,,1.61,168,65,32.72,997.02,159,10.16
2020-01-23 12:30,24,21,5,3430,,8,,1.61,290,69,32.33,996.64,153,10.16
2020-01-23 13:00,15,14,5,4860,,8,,4.83,288,70,31.61,996.2,11,10.16
2020-01-23 13:30,17,16,5,3739,,9,,1.61,298,64,33.56,995.53,225,10.16
2020-01-23 14:00,24,22,3,3634,,9,,1.61,96,67,33,995.22,218,10.16
2020-01-23 14:30,21,18,3,3622,10,9,,6.44,64,74,28.83,994.98,21,10.16
2020-01-23 15:00,21,18,3,3459,,8,,1.61,214,90,25.78,995.22,21,29.46
2020-01-23 15:30,16,14,3,3637,,8,,1.61,50,94,25.11,995.05,83,41.15
2020-01-23 16:00,14,12,5,7114,24,9,,3.22,48,93,25.39,994.95,65,41.4
2020-01-23 16:30,15,13,3,8370,65,9,,0,52,92,25.67,994.88,107,41.4
2020-01-23 17:00,17,18,5,11635,56,9,,0,29,87,27.22,995.19,1,41.4
2020-01-23 17:30,19,16,5,11040,62,9,,0,25,85,27.72,995.76,90,41.4
2020-01-23 18:00,19,19,,7144,39,6,,0,24,86,27.56,996.31,11,41.4
2020-01-23 18:30,21,19,3,23602,94,6,,0,24,88,27.33,996.88,0,0
2020-01-23 19:00,30,29,3,24496,122,6,,0,149,88,27.28,997.08,0,0
2020-01-23 19:30,37,36,5,30376,124,6,,0,149,90,27.06,997.69,0,0
2020-01-23 20:00,36,35,5,28358,102,6,,0,149,90,26.94,998.24,0,0
2020-01-23 20:30,33,33,5,23824,84,4,,0,152,89,26.89,998.57,0,0
2020-01-23 21:00,33,32,3,22042,82,4,,0,152,90,26.72,998.74,0,0
2020-01-23 21:30,50,45,3,19303,69,4,,1.61,151,90,26.56,998.98,0,0
2020-01-23 22:00,53,51,3,22016,45,4,,0,151,91,26.78,999.12,0,0
2020-01-23 22:30,61,57,3,17956,49,4,,0,151,89,26.67,999.29,0,0
2020-01-23 23:00,62,57,8,30385,36,4,,0,150,91,26.61,999.05,0,0
2020-01-23 23:30,57,52,10,35891,,2,,0,151,92,26.33,998.81,0,0
2020-01-24 00:00,63,60,6,24000,,3,,0,151,92,26.06,998.44,0,0
2020-01-24 00:30,60,57,3,10877,,2,,0,96,92,25.94,997.86,0,0
2020-01-24 01:00,61,58,,9370,,2,,0,96,92,25.89,997.56,0,0
2020-01-24 01:30,59,57,,9095,,2,,0,96,92,25.83,997.02,0,0
2020-01-24 02:00,64,60,3,13523,,2,,0,96,93,25.61,996.75,0,0
2020-01-24 02:30,64,60,3,13208,,2,,0,96,94,25.33,996.34,0,0
2020-01-24 03:00,63,60,3,12801,,2,,0,96,94,25.22,996.2,0,0
2020-01-24 03:30,63,58,3,12339,,2,,0,96,95,25.06,996.24,0,0
2020-01-24 04:00,60,57,3,14185,,2,,0,96,95,24.89,996.47,0,0
2020-01-24 04:30,59,56,5,15122,,2,,0,96,95,25.06,996.78,0,0
2020-01-24 05:00,54,52,5,14792,,2,,0,96,95,24.83,996.85,0,0
2020-01-24 05:30,43,41,5,15056,,2,,0,96,95,24.78,997.02,0,0
2020-01-24 06:00,38,34,5,14279,,2,,0,96,95,24.78,997.49,16,0
2020-01-24 06:30,34,33,5,14862,,4,,0,96,94,24.94,997.66,39,0
2020-01-24 07:00,35,32,5,13457,,6,,0,96,92,25.67,997.86,65,0
2020-01-24 07:30,33,28,5,13803,,6,,0,95,89,26.78,998.3,113,0
2020-01-24 08:00,35,33,6,11598,,7,,0,61,86,27.72,998.64,151,0
2020-01-24 08:30,27,26,5,9908,,8,,0,74,82,28.44,998.81,169,0
2020-01-24 09:00,20,16,5,6386,,6,,1.61,187,72,30.61,998.61,251,0
2020-01-24 09:30,15,13,5,7494,,8,,3.22,204,67,31.89,998.37,79,0
2020-01-24 10:00,15,14,3,3600,,8,,3.22,55,62,33.28,998.24,155,0
2020-01-24 10:30,15,14,5,1798,,8,,3.22,21,61,33.28,998.03,250,0
2020-01-24 11:00,17,14,5,2474,,8,,3.22,191,60,32.89,997.93,138,0
2020-01-24 11:30,16,15,3,1378,,8,,6.44,36,57,33.83,997.49,117,0
