Waktu,PM10,PM2p5,SO2,CO,O3,NO2,HC,KecAngin,ArahAngin,Kelembaban,Suhu,TekUdara,SolRad,CurahHujan
2020-01-31 05:30,29,27,,1840,,2,,1.61,90,91,24.28,997.05,0,0.51
2020-01-31 06:00,31,29,,2060,,2,,3.22,86,90,24.33,997.08,26,0.51
2020-01-31 06:30,38,36,,2921,,5,,4.83,93,89,24.78,997.22,104,0.51
2020-01-31 07:00,32,31,3,3690,,4,,0,26,86,25.78,997.42,135,0.51
2020-01-31 07:30,31,28,3,4215,,6,,3.22,76,83,26.89,997.76,200,0.51
2020-01-31 08:00,33,29,3,4682,,8,,0,88,79,28,997.76,32,0.51
2020-01-31 08:30,37,40,3,3432,,8,,1.61,113,77,28.44,998.1,8,0.51
2020-01-31 09:00,32,28,3,6476,,8,,0,203,74,29.33,998.1,101,0.51
2020-01-31 09:30,34,30,3,3998,29,8,,0,98,70,30.17,997.93,206,0.51
2020-01-31 10:00,30,28,,3768,86,11,,1.61,220,63,32.17,997.52,198,0.51
2020-01-31 10:30,24,22,,4896,144,11,,6.44,199,61,32.83,997.19,112,0.51
2020-01-31 11:00,23,22,3,3757,71,9,,3.22,310,63,31.56,996.91,149,0.51
2020-01-31 11:30,18,16,3,4332,38,9,,4.83,172,59,32.61,996.58,141,0.51
2020-01-31 12:00,13,11,3,3076,,8,,6.44,273,57,33.17,996.27,212,0.51
2020-01-31 12:30,11,10,3,1212,,8,,3.22,39,56,33.67,995.83,5,0.51
2020-01-31 13:00,18,14,3,5423,35,9,,1.61,227,62,33,995.46,199,0.51
2020-01-31 13:30,14,12,3,3990,,8,,9.66,259,59,34.39,995.49,148,0.51
2020-01-31 14:00,11,10,3,3013,,9,,6.44,212,59,33.78,994.88,245,0.51
2020-01-31 14:30,12,10,3,3786,,8,,8.05,181,59,33.72,995.09,205,0.51
2020-01-31 15:00,18,16,3,2912,,9,,3.22,81,63,31.94,995.09,77,0.51
2020-01-31 15:30,23,20,3,1634,,9,,4.83,31,76,28.39,995.19,109,0.51
2020-01-31 16:00,16,14,3,1531,,8,,1.61,85,77,27.61,996.17,58,0.51
2020-01-31 16:30,16,15,3,3366,,8,,3.22,79,78,27.33,996.54,18,0.51
2020-01-31 17:00,23,23,3,2691,,8,,3.22,112,82,26.78,996.98,23,0.51
2020-01-31 17:30,24,22,3,2017,,8,,0,92,85,26.17,997.15,19,0.51
2020-01-31 18:00,28,27,,2493,30,8,,3.22,95,84,26.44,997.52,0,0.51
2020-01-31 18:30,17,15,,3402,35,6,,0,91,85,26.28,997.49,0,0
2020-01-31 19:00,23,20,,6505,55,6,,1.61,91,85,26.33,998.13,0,0
2020-01-31 19:30,22,21,,9820,70,6,,0,89,87,26.22,998.41,0,0
2020-01-31 20:00,31,29,,15602,71,6,,3.22,119,86,26.33,998.81,0,0
2020-01-31 20:30,24,23,,6274,34,4,,0,64,86,26.17,998.88,0,0
2020-01-31 21:00,20,17,,5006,23,4,,3.22,89,86,25.89,999.25,0,0
2020-01-31 21:30,24,23,,6628,,4,,3.22,108,89,25.56,999.22,0,0
2020-01-31 22:00,36,34,,9288,13,4,,0,68,90,25.44,999.01,0,0
2020-01-31 22:30,24,22,,7599,,4,,6.44,87,90,25.39,998.81,0,0
2020-01-31 23:00,25,22,,5800,,4,,0,60,90,25.33,998.54,0,0
2020-01-31 23:30,21,17,,3009,,4,,0,151,89,25.22,998.51,0,0
